134_JUDD\0.7\134_JUDD_Main.mas  Tyre name: Name="Avon"
F1 1979 Historic Edition\1.0\1979_Ligier.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Ligier.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Ligier.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Ligier.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Lotus.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_McLaren.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Merzario.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Rebaque.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Renault.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Renault.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Renault.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Renault.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_Renault.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_Renault.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Shadow.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_Tyrrell.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Williams.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Michelin Hard"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Michelin Soft"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Michelin Wet"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Goodyear Wet"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Goodyear Hard"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Goodyear Soft"
F1 1979 Historic Edition\1.0\1979_Wolf.mas  Tyre name: Name="Goodyear Wet"
F1 1996 - SL1DE\1.77\F196_Benetton_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Benetton_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Benetton_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Benetton_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Benetton_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Ferrari_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Ferrari_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Ferrari_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Ferrari_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Ferrari_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear WET"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Footwork_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_FortiB_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_FortiB_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_FortiB_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_FortiB_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_FortiB_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Forti_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Forti_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Forti_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Forti_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Forti_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear WET"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Jordan_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear WET"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Ligier_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_McLaren_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_McLaren_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_McLaren_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_McLaren_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_McLaren_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear WET"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Minardi_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear WET"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Sauber_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear WET"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Tyrrell_MAIN.mas  Tyre name: Name="Wet"
F1 1996 - SL1DE\1.77\F196_Williams_MAIN.mas  Tyre name: Name="GoodYear D"
F1 1996 - SL1DE\1.77\F196_Williams_MAIN.mas  Tyre name: Name="GoodYear C"
F1 1996 - SL1DE\1.77\F196_Williams_MAIN.mas  Tyre name: Name="GoodYear B"
F1 1996 - SL1DE\1.77\F196_Williams_MAIN.mas  Tyre name: Name="GoodYear A"
F1 1996 - SL1DE\1.77\F196_Williams_MAIN.mas  Tyre name: Name="Wet"
F11979\2.0\common__physics.mas  Tyre name: Name="Goodyear Soft"
F11979\2.0\common__physics.mas  Tyre name: Name="Goodyear Hard"
F11979\2.0\common__physics.mas  Tyre name: Name="Goodyear Rain"
F11979\2.0\common__physics.mas  Tyre name: Name="Michelin Soft"
F11979\2.0\common__physics.mas  Tyre name: Name="Michelin Hard"
F11979\2.0\common__physics.mas  Tyre name: Name="Michelin Rain"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Wet"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Intermediate"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Super Soft"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Medium"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Wet"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Intermediate"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Super Soft"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Soft"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Wet"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Intermediate"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Soft"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Medium"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Wet"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Intermediate"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Super Soft"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Soft"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Medium"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Hard"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Wet"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Intermediate"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Medium"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Hard"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Wet"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Intermediate"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Soft"
F1RFT_2013_Frenky_1.61\1.61\F1RFT2013_v161.mas  Tyre name: Name="Hard"
F1RFT_2013_Frenky_1.61\1.61\SC_MAIN_v14.mas  Tyre name: Name="Sport"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\015_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\861_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\861_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\861_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\861_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\861_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\A8_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\A8_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\A8_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\A8_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\A8_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\B186_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\BT55_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\F186_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\F186_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\F186_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\F186_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\F186_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\fa1_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\FW11_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\FW11_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\FW11_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\FW11_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\FW11_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\jh21c_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\jh21c_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\jh21c_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\jh21c_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\jh21c_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\JS27_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Soft"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Medium"
F1_1986_LE_0.97\0.97\Lot98t_LE_main.mas  Tyre name: Name="Hard"
F1_1986_LE_0.97\0.97\m186_LE_main.mas  Tyre name: Name="Wet"
F1_1986_LE_0.97\0.97\m186_LE_main.mas  Tyre name: Name="Qualifying tires"
F1_1986_LE_0.97\0.97\m186_LE_main.mas  Tyre name: Name="Soft"
